"24.09.2023 13:40:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:37 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:37 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:38 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:39 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:40 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:41 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:42 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:43 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:44 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:45 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:46 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:47 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:48 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:49 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:49 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:49 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:50 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:51 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:52 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:53 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:54 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:55 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:56 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:56 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:56 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:57 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:58 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:41:59 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:00 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:01 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:02 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:03 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:03 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:03 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:03 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:04 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:04 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:04 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:04 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:04 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:04 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:04 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:05 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:05 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:05 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:05 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:06 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:06 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:06 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:06 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:07 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:08 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:08 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:09 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:09 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:09 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:09 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:09 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:09 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:09 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:10 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:10 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:10 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:10 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:10 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:11 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:12 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:13 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:14 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
"01.06.2024 22:42:14 | Clients_Item | Return DirectCast(List.Item(index), Client) | Index was out of range. Must be non-negative and less than the size of the collection. (Parameter 'index')"
